Product Name,Product Features,Price (₹),Rating,Reviews,Product Link,Image URL,Description
Centrino,N/A,849,3.6 out of 5 stars,"11,758",N/A,https://m.media-amazon.com/images/I/71dlxS7UBWS._AC_UL320_.jpg,N/A
Campus,N/A,"1,249",3.9 out of 5 stars,"7,533",N/A,https://m.media-amazon.com/images/I/61ocUOwG80L._AC_UL320_.jpg,N/A
Bata,N/A,497,3.7 out of 5 stars,"5,636",N/A,https://m.media-amazon.com/images/I/51zA3Xl-12L._AC_UL320_.jpg,N/A
ASIAN,N/A,949,3.9 out of 5 stars,"5,811",N/A,https://m.media-amazon.com/images/I/41mWz2aRrTL._AC_UL320_.jpg,N/A
new balance,N/A,"3,024",3.4 out of 5 stars,15,N/A,https://m.media-amazon.com/images/I/71J-rFs7JvL._AC_UL320_.jpg,N/A
Skechers,N/A,"2,499",4.0 out of 5 stars,47,N/A,https://m.media-amazon.com/images/I/7133kAKgJRL._AC_UL320_.jpg,N/A
ASIAN,N/A,699,3.8 out of 5 stars,"18,425",N/A,https://m.media-amazon.com/images/I/61jb+5NZ7oL._AC_UL320_.jpg,N/A
Campus,N/A,999,3.8 out of 5 stars,"2,476",N/A,https://m.media-amazon.com/images/I/515R56LsmjL._AC_UL320_.jpg,N/A
Campus,N/A,949,4.2 out of 5 stars,220,N/A,https://m.media-amazon.com/images/I/61m-AVgBpUL._AC_UL320_.jpg,N/A
ASIAN,N/A,749,3.6 out of 5 stars,"3,209",N/A,https://m.media-amazon.com/images/I/71QHj2ZuUXL._AC_UL320_.jpg,N/A
ASIAN,N/A,645,3.7 out of 5 stars,472,N/A,https://m.media-amazon.com/images/I/71s4yJYxVjL._AC_UL320_.jpg,N/A
Puma,N/A,"1,399",4.0 out of 5 stars,"3,394",N/A,https://m.media-amazon.com/images/I/61zfLOQYryL._AC_UL320_.jpg,N/A
Puma,N/A,"1,720",4.0 out of 5 stars,"3,127",N/A,https://m.media-amazon.com/images/I/71-SGK-AhcL._AC_UL320_.jpg,N/A
SPARX,N/A,823,4.0 out of 5 stars,"11,980",N/A,https://m.media-amazon.com/images/I/71kqaKlRNXL._AC_UL320_.jpg,N/A
Bata,N/A,699,3.5 out of 5 stars,38,N/A,https://m.media-amazon.com/images/I/51SbtGXf7xL._AC_UL320_.jpg,N/A
Kraasa,N/A,799,3.9 out of 5 stars,71,N/A,https://m.media-amazon.com/images/I/51jUVDzXDDL._AC_UL320_.jpg,N/A
SPARX,N/A,817,4.1 out of 5 stars,"5,624",N/A,https://m.media-amazon.com/images/I/71iV1K42XJL._AC_UL320_.jpg,N/A
adidas,N/A,"1,729",4.0 out of 5 stars,"6,725",N/A,https://m.media-amazon.com/images/I/71sfbi31lhL._AC_UL320_.jpg,N/A
Campus,N/A,"1,349",3.9 out of 5 stars,"4,957",N/A,https://m.media-amazon.com/images/I/61iL3LW3O9L._AC_UL320_.jpg,N/A
ASIAN,N/A,695,3.8 out of 5 stars,419,N/A,https://m.media-amazon.com/images/I/81eX95cRbEL._AC_UL320_.jpg,N/A
Campus,N/A,999,4.1 out of 5 stars,"5,268",N/A,https://m.media-amazon.com/images/I/71otXkOZWeL._AC_UL320_.jpg,N/A
Woodland,N/A,"2,246",3.9 out of 5 stars,"1,523",N/A,https://m.media-amazon.com/images/I/81T-n5Nv7BL._AC_UL320_.jpg,N/A
